,이름,리뷰 내용
98,오코노미야키식당하나,리뷰를 삭제하시겠습니까?
99,오코노미야키식당하나,"Eat, Share, Be Happy."
100,오코노미야키식당하나,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
101,오코노미야키식당하나,"

          한국어
        

          English
        

          简体中文
        
"
102,오코노미야키식당하나,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
103,오코노미야키식당하나,최근 검색어가 없습니다.
104,오코노미야키식당하나,"
          내가 둘러 본 식당이 이 곳에 순서대로 기록됩니다.
        "
105,오코노미야키식당하나,격하게 가고싶다..
106,오코노미야키식당하나,"
          식당의 ‘별’ 아이콘을 누르면 가고싶은 곳을 쉽게 저장할 수 있습니다.
        "
107,오코노미야키식당하나,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
108,오코노미야키식당하나,
109,오코노미야키식당하나,"
        전체 동의
      "
110,오코노미야키식당하나,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
111,오코노미야키식당하나,로그인
112,오코노미야키식당하나,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
113,오코노미야키식당하나,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
114,오코노미야키식당하나,"
Mangoplate

"
115,오코노미야키식당하나,
116,오코노미야키식당하나,"
            translation missing: ko.app_download_layer.description
          "
117,오코노미야키식당하나,* IOS 버전은 준비 중입니다.
118,오코노미야키식당하나,* Android 버전은 준비 중입니다.
119,송화산시도삭면,"
                    사진 더보기
                    
"
120,송화산시도삭면,"
                    사진 더보기
                    
"
121,송화산시도삭면,"
                    사진 더보기
                    
"
122,송화산시도삭면,"
                    사진 더보기
                    
"
123,송화산시도삭면,"
                    사진 더보기
                    
"
124,송화산시도삭면,본점
125,송화산시도삭면,가고싶다
126,송화산시도삭면,"
        할인된 가격으로인기 메뉴를맛볼 수 있는 기회!
      "
127,송화산시도삭면,+ 4
128,송화산시도삭면,"
                업데이트
                : 2018. 1. 19
              "
129,송화산시도삭면,"
          한국식 중국 요리집이 아니라, 현지 맛이 나서 좋았다.(물론 어느정도의 현지화가 되었겠지만) 예전에 갔던 중국 여행이 떠오르는 맛!들어가면 어깨에 반죽을 올리고 도삭면을 즉석에서 쳐내는 직원분이 보인다. 시판 면이 아니라 즉석에서 깎아내는 면! 이건 못참지.시그니쳐인 도삭면은 현지의 우육면과 비슷한 맛이 난다. 도삭면은 우리가 아는 일반적인 면이 아니다. 면과 수제비의 중간 느낌? 식감이 재미있다. 고수를 워낙 좋아해서 고수듬뿍 향라육슬을 시켜봤는데, 결론적으로는 이게 베스트였다! 양이 많아서 남은건 포장해서 집에서 덮밥처럼 먹어도 맛있었다. 향신료 향도 강하고 고수도 듬뿍이라 호불호가 갈릴 수 있는 맛이다.궁보계정덮밥은 가장 무난한 맛이다. 중국요리 매니아인 친구에게 끌려온 입맛계의 흥선대원군이라면 이걸 고르자. 불편한 맛 하나 없이 맛있다.음식이 전체적으로 양도 많고 건대라서 그런지 가격도 싸다. 전화 한통으로 먹을 수 있는 짜장면, 짬뽕도 물론 맛있지만 부담없는 가격으로 새로운 도전도 언제나 즐겁다.
        "
130,송화산시도삭면,"
          본점, 분점 둘다 가봤는데 맛의 차이는 없다.웨이팅을 오래해서 그런지 처음 먹었을때만한 감동이 없을뿐..맛있는 딤섬을 저렴한 가격에 먹을 수 있다는게 장점!딤섬도 딤섬이지만 도삭면이 정말 맛있다서비스만 좀 더 개선되면 좋을듯.
        "
131,송화산시도삭면,"
          굿
        "
132,송화산시도삭면,"
          와 ...진짜 맛있는 곳!마라쳐돌이들은 수주비프 먹으러 당장 고고!!가게도 엄청 깨끗해요 ㅎㅎ!비빔면-7,000수주비프-17,000가지튀김-10,000 대표메뉴는 못먹었지만 여기의 대박 음식은 수주비프였어요!우선 비빔면은 약간은 두꺼운 수제비의 느낌을 연상시키는 도삭면에 간장고추절임 소스류를 넣고 비벼먹는 음식 이였습니다. 면의 뚝뚝 끊기면서 두꺼운게 저는 좋더라구요 ㅎㅎ 오리지널 도삭면을 먹었다면 더 맛있었을것 같아요가지튀김은 정말 두말하면 잔소리! 믿고 먹는 베스트 메뉴 겉은 바삭하고 안은 촉촉하니 달큰새콤한 소스가 묻어 비빔면에 먹어도 밥에먹어도 전부 다 맛있던 음식이였어요 이곳의 가장 맛돌이는 수주비프!되게 짜고 찐하지만 많이 맵지 않은 마라소스에 소고기가 들어 있는 음식이예요. 농축된 소스에 나와 처음에 보자마자 와..이게 뭐지 했던 음식입니다.엄청나게 마라맛이 많이나요 얼얼하고 짜고 약간 매큼하고! 밥이랑 먹었을때 정말 정말 정말 잘 어울렸어요..글을 쓰면서도 군침이 싹 도네요...?마라 좋아하신다면 꼭 추천드리는 메뉴예요..진짜 너무 맛있음!!!전 대표메뉴들을 먹지않았는데도 이렇게 맛있었어요 정말 맛집인증 ㅋㅋ!!! 아마 대표메뉴들은 더더더 맛있을거라고 생각해요위생도 깨끗하고(정말 깨끗해욥,,) 수주비프가 너무 맛있어서 꼭...두번 아니 세번 넘게 방문 할 식당입니다!
        "
133,송화산시도삭면,"
          <광진구 투어 上>군자역 -> 어린이대공원역 -> 건대입구역핫도그를 먹은 뒤 또 역을 하나 살살 걸어서 건대입구역에 도착하니 사회적 거리두기 제한이 풀린 불금의 향이 물씬 납니다 청춘입니다워낙 유명한 집이고 술도 같이 즐기기 좋은 집이라 거리두기 완화된 금요일 저녁은 조금 불안하긴 했는데 역시나 대기가 있습니다아마 분점이 줄이 더 짧긴 할텐데 제가 분점밖에 안 가봐서 오늘은 본점에서 꼭 먹어보고 싶어서 대기를 좀 했습니다다른 면 종류를 먹어볼까 잠깐 고민했지만 칼칼하고 뜨끈한 국물이 땡겨 역시 이번 방문도 기본 도삭면을 주문했습니다 쇼마이도 함께 주문했습니다고수 부탁드려서 도삭면에 전부 넣어줍니다 메추리알부터 먹어서 위 보호 플라시보를 준 뒤 국물 맛을 봅니다 역시 좋습니다 고기국물에 마라장을 넣은 듯한 국물인데 저는 고수가 꼭 들어가야 더 맛있는 것 같습니다도삭면이니 면 얘기를 안 할 수가 없는데 두툼하고 불규칙한 면이 아주 쫄깃쫄깃합니다 호로록 빨다가는 국물이 사방에 튀길 것 같아 항상 조심스럽게 먹게되는 면인데 잘 씹다가 국물 한 숟갈 더해주면 맛이 참 좋습니다다른 딤섬집에서 쇼마이는 잘 안 시키는 편인데 여기는 맛도 꽤 괜찮고 도삭면 먹으며 하나씩 주워먹기 좋아서 한 번씩 시킵니다간만에 오니 역시 좋았고 또 생각난 김에 요리에 술 먹으러 와야겠습니다재방문 의사 : △
        "
134,송화산시도삭면,"
          수요미식회에 나온 도삭면 맛집! 오픈 시간에 맞춰서 갔는데도 약간 웨이팅이 있었습니다. 가장 유명한 도삭면(7,000원)을 먹었습니다. 기본으로 나오는 땅콩이랑 짜샤이도 맛있어요. 도삭면은 면 식감이 좋습니다! 칼국수 같기도 하고 수제비 같기도한데 부드럽고 쫄깃해요. 고수가 올라가니 고수 싫어하는 분들은 주문할 때 미리 말하시면 빼주실 것 같습니다. 맛  ★★★☆☆분위기 ★★★☆☆재방문의사  ★★★☆☆
        "
135,송화산시도삭면,"
          이거진짜맛있나용? ㅠㅠ후기는 나랑 다르네담에는 다른메뉴 먹어봐야지
        "
136,송화산시도삭면,"
          정말 맛있는 중국식 요리 먹고갑니다!! 중국인 거리에서 인기가 정말 많은 가게를 갔다왔습니다. 도삭면은 정말 맛있었습니다. 고수는 많이 필요합니다. 고수의 맛으로 완전히 달라지는 경험을 하실 겁니다. 개인적으로 꿔바로우는 그저 그랬습니다. 맛없기 힘든 음식은 특출나게 맛있기도 힘든 법이겠죠.. 하지만 정말 충분히 맛있는 가게였습니다.
        "
137,송화산시도삭면,"
          ""점심 먹으러 왔다가 술을 참지 못했다""사실 이 집을 들르려고 했던 건 아닌데 좀 더 안쪽에 있는 식당을 가는 길에 순간 혹해서 들어가게 된 송화산시도삭면 이옵니다. 건대 양꼬치 거리에서는 유명함으로는 손꼽는 집이옵니다.2호점은 웨이팅이 많았지만 본점은 다행히 한두 자리 정도 여유가 있더이다. 이 집의 필수 메뉴는 도삭면이온데  겉으로 봤을 때는 매워 보이나 그렇지 않고 소인의 입에는 약간의 육개장의 느낌이 나더이다. 너무 큰 도삭면은 씹고 삼키는데 다소 불편한데 크기로는 아주 적당했사옵니다. 도삭면을 먹으며 친구와 눈이 맞아 하얼빈 맥주까지 주문하게되었사오니..딤섬으로는 쇼마이를 주문하였사온데 탱글한 새우 식감이 매력적인 딤섬이오니 따로 소스를 내어 주시는데 담백한 소스임에 궁합이 좋더이다.그리고 대망의 궁보계정덮밥 소인의 삘로 주문한 덮밥이온데 이날 먹은 세 가지 음식 중 가장 만족했던 음식이옵니다. 닭고기와 야채들 무엇보다 달달한 양념이 거부감 없이 마냥 먹게 하는 매력이 있더이다. 닭고기도 많고 양념도 맛나니 필히 추천드리는 메뉴이옵니다.
        "
138,송화산시도삭면,"
          ✦ 맛 3.5/5    분위기 4/5    재방문의사 O✦ 딤섬이 정말 맛있다!!도삭면 맛집으로 유명한 곳.다른 식당에서 도삭면을 접한 후, 면의 식감이 너무 좋아서 아무 고민없이 방문 했다.가장 기본이자 메인인듯한 도삭면과 추천이 많았던 샤오롱바오를 주문했다.매장은 매우 깔끔했고, 주방 내부도 보였는데 주방도 깔끔했다.•도삭면은 고수가 올라가 있는데 따로 달라고하면 올리지않고 접시에 따로 주셨다. 마라맛이 나는 국물이지만 향이 진하지 않았고 약간 우육탕과 비슷한 느낌의 국물이었다. 여기에 도삭면이 들어있었는데,, 개인적으로 마라를 좋아하긴 하지만 고추가루가 너~무 아주 너무 많아서 목에 계속 걸리고 매워서 좀별로였다 ㅠㅠ충유면이라고 마라맛이 아닌 약간 우동맛(?) 이 난다는 후기가 많았던게 있었는데 그걸 시킬껄 하는 아쉬움이 남던,, 그러나 면은 맛있었다!•샤오롱바오는 주문 하고 약 20분(?) 정도 걸렸는데, 기다림이 아깝지 않은 맛이었다! 등장때부터 이미 몇개는 터져서 육즙이 흘러나와있었지만 그래도 정말 맛있었다. 피도 얇고 속재료들도 맛있었으나, 은박지 위에 있어서 먹기가 조금 힘들었다..다른 딤섬도 유명하던데, 다음에 방문하게 된다면 다른 종류의 딤섬도 먹어보고 싶다!
        "
139,송화산시도삭면,"
                              홍대
                              -
                              딤섬 / 만두
                            "
